title,genre,director,actor,synopsis,img
속닥속닥,"공포(호러), 미스터리",최상훈,"소주연, 김민규, 김영, 최희진, 박진, 고나은","섬뜩한 소문의 귀신의 집, 그곳의 문이 열린다!

수능을 끝낸 6명의 고등학생들,
섬뜩한 소문이 있는 귀신의 집을 우연히 발견하게 된다.
그곳에서 죽음의 속삭임과 함께 친구들이 한 명씩 사라지고
멈출 수 없는 극한의 공포가 그들을 덮치는데...",./static/image_resized/153.jpg
고스트 메신저 극장판,"애니메이션, SF, 판타지",구봉회,"양정화, 박성태, 은정, 정재헌",고스트메신저인 강림도령은 현상계에서 임무를 수행하던 중 뜻하지 않게 자신의 소울폰 'Black Shark'에 갇혀버린다. 영적인 힘을 지닌 12살 소년 강림이 우연히 소울폰을 손에 넣게 되고 장난으로 시작했던 일들이 점점 큰 문제가 되어 돌아 오자 꼬마강림은 강림도령을 밖으로 꺼내주게 되는데.. 현대의 대한민국 서울. 고스트 메신저 강림도령은 령 포박 임무를 수행하던 중 실수로 자신의 소울폰에 갇혀 버린다. 이 소울폼을 발견하는 한 소년.. 강한 영적인 힘을 가진 인간계의 12살 소년 강림이다. 강림도령은 소년의 도움을 받아 소울폰에서 빠져나오게 된다. 강림도령은 자신과 이름이 같은 소년을 꼬마강림이라 부르기로 한다. 이후 둘은 함께 활약하게 되는데 강림도령과 꼬마 강림... 고스트메신저와 인간... 결코 어울릴 수 없는 둘이 어울리자 이를 지켜보고만 있을 수 없었던 세력들이 나타난다,./static/image_resized/154.jpg
극장판 꼬마버스 타요의 에이스 구출작전,애니메이션,류정우,"김동열, 김영석, 김영익","“내 친구 에이스를 구해줘!”

어느 날, 두리와 헤어져 우연히 버려진 장난감들의 나라로 가게 된 에이스.
에이스를 찾아 헤매던 타요와 친구들 또한 ‘장난감 나라’로 빨려 들어가게 된다.
그곳에서 갇혀있는 에이스를 발견한 것도 잠시,
타요와 친구들은 ‘장난감 나라’ 여왕에게 쫓기게 되는데…
과연 타요와 친구들은 여왕을 물리치고 에이스를 구해낼 수 있을까?",./static/image_resized/155.jpg
극장판 반지의 비밀일기,애니메이션,한승우,"방연지, 김선혜, 조경이, 조진숙","오늘의 일기

요즘 비가 오는 날이면 방울 소리와 함께
친구들이 하나둘씩 사라지기 시작했다.
그런데… 우리 아빠도 사라졌다! ㅠ_ㅠ

베프 ‘응심이’, ‘냠냠이’와 아빠를 찾던 그때,
미스터리한 빵 장수가 나타나 순식간에 이상한 세계로 빨려 들어왔다!

아이스크림 동산과 초콜릿 동굴이 있고
슈크림 대마왕과 바게트 병사들이 지키는
달콤하고 수상한 여기는 도대체 어디지?!",./static/image_resized/156.jpg
광대들: 풍문조작단,사극,김주호,"조진웅, 손현주, 박희순, 고창석, 최원영, 김슬기, 윤박, 김민석, 강수호, 강현구, 강현구, 유해밀, 전성호","세조 실록에 기록된 40여건의 기이한 현상,
그 뒤에는 바로 광대들이 있었다?!

조선 팔도를 무대로 풍문을 조작하고 민심을 뒤흔드는 광대패 5인방.
어느 날 조선 최고의 권력자 ‘한명회’로부터
조카를 죽이고 왕이 된 ‘세조’의 미담을 만들어내라는 명을 받는다.

광대패의 리더 ‘덕호’와 무리들은 목숨을 걸고
지금껏 듣지도 보지도 못한 놀라운 판을 짜기 시작하는데…

그들이 뜨는 순간, 역사가 뒤바뀐다!",./static/image_resized/157.jpg
신세계,"범죄, 액션",박훈정,"이정재, 최민식, 황정민","세 남자가 가고 싶었던 서로 다른 신세계

""너, 나하고 일 하나 같이 하자""
경찰청 수사 기획과 강과장(최민식)은 국내 최대 범죄 조직인 '골드문'이 기업형 조직으로 그 세력이 점점 확장되자 신입경찰 이자성(이정재)에게 잠입 수사를 명한다. 그리고 8년, 자성은 골드문의 2인자이자 그룹 실세인 정청(황정민)의 오른팔이 되기에 이른다.

""우리 브라더는 그냥 딱, 이 형님만 믿으면 돼야!""
골드문 회장이 갑자기 사망하자, 강과장(최민식)은 후계자 결정에 직접 개입하는 '신세계' 작전을 설계한다. 피도 눈물도 없는 후계자 전쟁의 한 가운데, 정청(황정민)은 8년 전, 고향 여수에서 처음 만나 지금까지 친형제처럼 모든 순간을 함께 해 온 자성(이정재)에게 더욱 강한 신뢰를 보낸다.

""약속 했잖습니까... 이번엔 진짜 끝이라고""
한편, 작전의 성공만 생각하는 강과장(최민식)은 계속해서 자성(이정재)의 목을 조여만 간다. 시시각각 신분이 노출될 위기에 처한 자성(이정재)은 언제 자신을 배신할 지 모르는 경찰과, 형제의 의리로 대하는 정청(황정민) 사이에서 갈등하게 되는데…",./static/image_resized/158.jpg
미확인 동영상 : 절대클릭금지,공포(호러),김태경,"박보영, 주원, 강별","동영상이 최초로 유포된 인터넷 카페 운영자의 끔찍한 죽음 이후
인터넷을 떠들썩하게 만든 저주 걸린 동영상. 클릭과 함께 등장한 소녀의 섬뜩한 모습. 피로 붉게 물든 봉제인형을 들고 있는 소녀의 영상은
창을 닫아도, 계속해서 또 다른 동영상으로 재생되는데...
부모님을 대신해 동생 정미를 돌보며 백화점에서 아르바이트를 하는 세희는 공부보다는 인터넷방송과 실시간 댓글 달기가 취미인 여고생 정미가 늘 걱정이다. 한편, 정미는 얼마 전부터 인터넷을 떠들썩하게 만들었던 저주 걸린 동영상을 사이버 수사대에서 일하고 있는 언니의 남자친구 준혁을 통해 손에 넣는다. 섬뜩하면서도 기이한 장면에 정미는 귀신에 홀린 듯 점점 더 동영상에 빠져들게 되고, 정미가 동영상에 집착할수록 집안에는 이상한 기운이 감돌기 시작한다. 광기에 사로잡혀가는 동생과 일련의 사건들에 세희는 걱정과 함께 두려움을 느낀다. 그리고, 동생이 갑자기 사라져버리자 불안감을 감출 수 없던 세희는 동생을 구할 단서를 찾기 위해 마침내 저주 걸린 동영상을 클릭하게 되는데…",./static/image_resized/159.jpg
대장 김창수,드라마,이원태,"조진웅, 송승헌, 정만식, 정진영","1896년 황해도 치하포, 청년 김창수가 일본인을 죽이고 체포된다. 그는 재판장에서 국모의 원수를 갚았을 뿐이라고 소리치지만 결국 사형 선고를 받고 인천 감옥소에 수감된다. 일본의 편에 선 감옥소장 강형식은 자신에게 굴복하지 않는 김창수를 갖은 고문으로 괴롭히고 죄수들마저 김창수에게 등을 돌린다.

하지만 그 곳은 그에게만 지옥이 아니었다. 못 배우고, 못 가졌다는 이유로 재판조차 받지 못한 채 억울한 옥살이를 하는 조선인들을 보며 김창수는 조금씩 현실에 눈을 뜨게 되고, 변화를 꿈꾸기 시작한다.

천하고 평범한 청년이 대장 김창수로 거듭나기까지
그의 모든 것을 바꿔놓은 625일의 이야기!",./static/image_resized/160.jpg
속닥속닥,"공포(호러), 미스터리",최상훈,"소주연, 김민규, 김영, 최희진, 박진, 고나은","섬뜩한 소문의 귀신의 집, 그곳의 문이 열린다!

수능을 끝낸 6명의 고등학생들,
섬뜩한 소문이 있는 귀신의 집을 우연히 발견하게 된다.
그곳에서 죽음의 속삭임과 함께 친구들이 한 명씩 사라지고
멈출 수 없는 극한의 공포가 그들을 덮치는데...",./static/image_resized/161.jpg
고스트 메신저 극장판,"애니메이션, SF, 판타지",구봉회,"양정화, 박성태, 은정, 정재헌",고스트메신저인 강림도령은 현상계에서 임무를 수행하던 중 뜻하지 않게 자신의 소울폰 'Black Shark'에 갇혀버린다. 영적인 힘을 지닌 12살 소년 강림이 우연히 소울폰을 손에 넣게 되고 장난으로 시작했던 일들이 점점 큰 문제가 되어 돌아 오자 꼬마강림은 강림도령을 밖으로 꺼내주게 되는데.. 현대의 대한민국 서울. 고스트 메신저 강림도령은 령 포박 임무를 수행하던 중 실수로 자신의 소울폰에 갇혀 버린다. 이 소울폼을 발견하는 한 소년.. 강한 영적인 힘을 가진 인간계의 12살 소년 강림이다. 강림도령은 소년의 도움을 받아 소울폰에서 빠져나오게 된다. 강림도령은 자신과 이름이 같은 소년을 꼬마강림이라 부르기로 한다. 이후 둘은 함께 활약하게 되는데 강림도령과 꼬마 강림... 고스트메신저와 인간... 결코 어울릴 수 없는 둘이 어울리자 이를 지켜보고만 있을 수 없었던 세력들이 나타난다,./static/image_resized/162.jpg
극장판 꼬마버스 타요의 에이스 구출작전,애니메이션,류정우,"김동열, 김영석, 김영익","“내 친구 에이스를 구해줘!”

어느 날, 두리와 헤어져 우연히 버려진 장난감들의 나라로 가게 된 에이스.
에이스를 찾아 헤매던 타요와 친구들 또한 ‘장난감 나라’로 빨려 들어가게 된다.
그곳에서 갇혀있는 에이스를 발견한 것도 잠시,
타요와 친구들은 ‘장난감 나라’ 여왕에게 쫓기게 되는데…
과연 타요와 친구들은 여왕을 물리치고 에이스를 구해낼 수 있을까?",./static/image_resized/163.jpg
극장판 반지의 비밀일기,애니메이션,한승우,"방연지, 김선혜, 조경이, 조진숙","오늘의 일기

요즘 비가 오는 날이면 방울 소리와 함께
친구들이 하나둘씩 사라지기 시작했다.
그런데… 우리 아빠도 사라졌다! ㅠ_ㅠ

베프 ‘응심이’, ‘냠냠이’와 아빠를 찾던 그때,
미스터리한 빵 장수가 나타나 순식간에 이상한 세계로 빨려 들어왔다!

아이스크림 동산과 초콜릿 동굴이 있고
슈크림 대마왕과 바게트 병사들이 지키는
달콤하고 수상한 여기는 도대체 어디지?!",./static/image_resized/164.jpg
광대들: 풍문조작단,사극,김주호,"조진웅, 손현주, 박희순, 고창석, 최원영, 김슬기, 윤박, 김민석, 강수호, 강현구, 강현구, 유해밀, 전성호","세조 실록에 기록된 40여건의 기이한 현상,
그 뒤에는 바로 광대들이 있었다?!

조선 팔도를 무대로 풍문을 조작하고 민심을 뒤흔드는 광대패 5인방.
어느 날 조선 최고의 권력자 ‘한명회’로부터
조카를 죽이고 왕이 된 ‘세조’의 미담을 만들어내라는 명을 받는다.

광대패의 리더 ‘덕호’와 무리들은 목숨을 걸고
지금껏 듣지도 보지도 못한 놀라운 판을 짜기 시작하는데…

그들이 뜨는 순간, 역사가 뒤바뀐다!",./static/image_resized/165.jpg
신세계,"범죄, 액션",박훈정,"이정재, 최민식, 황정민","세 남자가 가고 싶었던 서로 다른 신세계

""너, 나하고 일 하나 같이 하자""
경찰청 수사 기획과 강과장(최민식)은 국내 최대 범죄 조직인 '골드문'이 기업형 조직으로 그 세력이 점점 확장되자 신입경찰 이자성(이정재)에게 잠입 수사를 명한다. 그리고 8년, 자성은 골드문의 2인자이자 그룹 실세인 정청(황정민)의 오른팔이 되기에 이른다.

""우리 브라더는 그냥 딱, 이 형님만 믿으면 돼야!""
골드문 회장이 갑자기 사망하자, 강과장(최민식)은 후계자 결정에 직접 개입하는 '신세계' 작전을 설계한다. 피도 눈물도 없는 후계자 전쟁의 한 가운데, 정청(황정민)은 8년 전, 고향 여수에서 처음 만나 지금까지 친형제처럼 모든 순간을 함께 해 온 자성(이정재)에게 더욱 강한 신뢰를 보낸다.

""약속 했잖습니까... 이번엔 진짜 끝이라고""
한편, 작전의 성공만 생각하는 강과장(최민식)은 계속해서 자성(이정재)의 목을 조여만 간다. 시시각각 신분이 노출될 위기에 처한 자성(이정재)은 언제 자신을 배신할 지 모르는 경찰과, 형제의 의리로 대하는 정청(황정민) 사이에서 갈등하게 되는데…",./static/image_resized/166.jpg
미확인 동영상 : 절대클릭금지,공포(호러),김태경,"박보영, 주원, 강별","동영상이 최초로 유포된 인터넷 카페 운영자의 끔찍한 죽음 이후
인터넷을 떠들썩하게 만든 저주 걸린 동영상. 클릭과 함께 등장한 소녀의 섬뜩한 모습. 피로 붉게 물든 봉제인형을 들고 있는 소녀의 영상은
창을 닫아도, 계속해서 또 다른 동영상으로 재생되는데...
부모님을 대신해 동생 정미를 돌보며 백화점에서 아르바이트를 하는 세희는 공부보다는 인터넷방송과 실시간 댓글 달기가 취미인 여고생 정미가 늘 걱정이다. 한편, 정미는 얼마 전부터 인터넷을 떠들썩하게 만들었던 저주 걸린 동영상을 사이버 수사대에서 일하고 있는 언니의 남자친구 준혁을 통해 손에 넣는다. 섬뜩하면서도 기이한 장면에 정미는 귀신에 홀린 듯 점점 더 동영상에 빠져들게 되고, 정미가 동영상에 집착할수록 집안에는 이상한 기운이 감돌기 시작한다. 광기에 사로잡혀가는 동생과 일련의 사건들에 세희는 걱정과 함께 두려움을 느낀다. 그리고, 동생이 갑자기 사라져버리자 불안감을 감출 수 없던 세희는 동생을 구할 단서를 찾기 위해 마침내 저주 걸린 동영상을 클릭하게 되는데…",./static/image_resized/167.jpg
적과의 동침,"드라마, 멜로/로맨스",박건용,"김주혁, 유해진, 정려원","1950년 한국전쟁, 평화롭기만 하던 석정리에 갑자기 찾아 온 절체절명의 위기!
총 들고 들어온 적도 밭 갈며 눌러 앉게 만드는 순박하고 유쾌한 로비작전

전쟁도 소문으로만 듣는 시골마을 석정리에 불청객이 찾아왔다!
때는 한국전쟁, 온 나라가 난리통이지만 라디오도 잘 나오지 않는 석정리는 평화롭기만 하다.
구장(변희봉)댁의 당찬 손녀딸 설희(정려원)의 혼사 준비로 분주한 동네 사람들 앞에
유학파 엘리트 장교 정웅(김주혁)이 이끄는 인민군 부대가 나타난다.

쥐도 새도 모르게 빠져드는 이곳!
석정리 사람들, 사람 다루는 솜씨가 보통이 아니다!
초반 인민군의 마을 접수는 순조로워 보인다.
이들을 열렬히 환영하는 재춘(유해진)과 두 팔 걷어붙이고 그들을 도와주는 백씨(김상호),
조용하고 인자한 성품의 구장(변희봉) 등 정 많은 마을 사람들 덕분에 점점 무장해제되는 인민군.
그러나 이는 모두 마을의 안전사수를 위한 주민들의 신속하고 빈틈없는 로비작전이었는데...

적과 동지가 뒤죽박죽 된 석정리
그러나 전세가 불리해지자 인민군 상부에서는 비밀작전을 명령하는데

4월, 그들의 아름다운 동거가 시작된다.",./static/image_resized/168.jpg
말죽거리 잔혹사,"액션, 멜로/로맨스",유하,"권상우, 이정진, 한가인","1978년 말죽거리의 봄, 정문고로 전학 온 범생 현수! 정문고는 선생폭력과 아이들 세력다툼으로 하루도 조용할 날 없다. 숨막 히는 학교생활, 범생 현수에게 학교짱 우식과의 특별한 우정이 기다리고 있었으니.. 열혈 이소룡 키드 현수와 우식! 이소룡에 흥분하다 보니 둘은 서로 친구가 되어 있었다. 멋진 두 친구, 현수와 우식 ! 하교 길 버스안이 오늘따라 심상치 않다. 둘의 눈에 동시에 박힌 그녀는 바로 ‘올리비아 핫세’를 꼭 닮은 강.은.주!!!’ 불량배들에게 가방을 빼앗긴 은주, ‘가방 돌려줘요..’소심한 현수의 말이 채 끝나기도 전에 날아드는 우식의 오른발 차기! 은주는 거친 우식의 매력에 끌려들어간다. 학교짱 타이틀 전 , 선도부장 종훈vs막강캡짱 우식! 종훈은 비열한 방법으로 우식을 꺽고,우식은 그대로 학교를 떠난다. 우식이 떠난 정문고! 현수는 우식과 단짝 친구였다는 이유로 종훈에게 거센 압박을 받고 지긋지긋한 학교 폭력, 열등반 으로의 강등, 급기야 사랑하는 은주 마저 우식을 택하자 결국 분노는 폭발한다. 현수는 밤새 연습한 쌍절곤을 들고 학교 옥상으로 향하는데…",./static/image_resized/169.jpg
마녀,"미스터리, 액션",박훈정,"김다미, 조민수, 박희순, 최우식","시설에서 수많은 이들이 죽은 의문의 사고.
그날 밤 홀로 탈출한 후 모든 기억을 잃고 살아온 고등학생 ‘자윤’ 앞에
의문의 인물들이 등장하기 시작하고,
자신이 기억하지 못하는 과거를 알고 있는 그들의 등장으로 자윤은 혼란에 휩싸이게 되는데...!

그들이 나타난 후 모든 것이 바뀌었다",./static/image_resized/170.jpg
블라인드,스릴러,안상훈,"김하늘, 유승호","하나의 사건! 두명의 목격자! 엇갈린 진술!

연속적인 여대생 실종사건과 뺑소니 사고. 두 사건의 피해자가 동일인물로 밝혀지고 경찰은 목격자를 찾아 나서지만 수사는 점점 난항을 겪는다.

목격자 1. 시각장애인 수아(김하늘) 사건의 첫 목격자로 등장한 사람은 다름아닌 시각장애인 수아. 촉망 받는 경찰대생이었던 그녀는 당시 사건의 정황들을 세밀히 묘사하며 수사의 방향을 잡아준다.

목격자 2. 현장을 두 눈으로 확인 한 기섭(유승호) 수아를 중심으로 수사가 진행되던 중, 사건의 또다른 목격자가 등장한다. 바로 수아와 달리 사건의 현장을 두 눈으로 목격한 기섭. 수아와는 상반된 진술을 펼쳐 수사는 점점 다른 국면에 처하게 되는데

진실을 향한 그들의 치열한 사투가 시작된다!!",./static/image_resized/171.jpg
비정한 도시 감독판,"미스터리, 스릴러",김문흠,"조성하, 김석훈, 서영희, 이기영, 안길강, 추종범, 박희본","8:00pm 김대우, 신체포기각서를 쓰다. 희대의 강도살인마 심창현 탈옥으로 사회가 들썩이던 시각, 췌장암 말기인 아내의 병원비를 위해 사채를 끌어다 쓴 김대우(김석훈)는. 다음주까지 돈을 갚지 못하면 장기를 적출 당할 위기에 처하게 된다. 1:00am 택시기사 돈일호, 뺑소니 사고를 일으키다. 같은 시간, 밤거리를 배회하던 김대우는 고교생을 들이받고 뺑소니 친 돈일호(조성하)의 택시를 목격한다. 10:00am 홍수민, 탈옥수 심창현의 추락사를 목격하다. 다음날 오전, 자살을 시도하려던 홍수민은 건물 옥상에서 추락하는 심창현을 보게 되고, 아내의 자살시도에 충격 받은 김대우는 돈을 마련하기 위해 돈일호를 협박하기 시작한다. 8:00pm 오선정, 돈일호의 택시에 타다. 김대우의 협박으로 인생 최악의 위기에 처한 돈일호는 우연히 택시에 탄 변사채의 아내 오선정을 납치하게 되는데… 누구나 범죄자가 될 수 있는 비정한 도시, 그들의 충격적 연쇄 비극이 시작된다!",./static/image_resized/172.jpg
너는 내 운명,멜로/로맨스,박진표,"전도연, 황정민, 나문희","사랑을 기다리는 촌놈, 운명의 여인을 만나다. “은하씨가 세상에서 제일 예뻐요” 통장 5개, 젖소 한 마리로 목장 경영을 꿈꾸는 노총각 석중. 동정은 당연히 첫사랑에게 바치겠다는 순진한 시골총각 석중 앞에 눈처럼 투명한 여자가 나타난다. 그녀는 동네 순정다방 레지 은하. 한눈에 은하에게 마음을 빼앗겨 버린 석중은 그녀에게 촌스러운 구애를 시작하고, 겉으로 새침한 은하는 그런 그가 싫지 않다. 하지만 아들의 다방 출입이 불안한 석중의 엄마는 석중을 억지로 선 보게 하고, 그 장면을 목격한 은하는 홧김에 여관으로 차 배달을 자청한다. 여관에서 손님에게 구타를 당해 병원에 입원한 그녀 옆을 밤낮으로 지키던 석중. 퉁퉁 부어 만신창이가 된 은하를 보며 ‘은하씨가 세상에서 제일 예쁘다’며 수줍은 사랑을 고백한다. 석중의 진심을 받아들인 은하, 그들은 평생을 함께 하기로 약속한다. 그녀 밖에 모르는 석중, 그 사랑을 잃을 위기에 처하다. “어차피 죽을 거, 은하씨랑 살다 죽을래요” 꿈만 같은 신혼을 보내는 두 사람. 하지만 어느 날, 한 통의 전화로 찾아온 은하의 과거. 힘들어하는 은하를 행복하게 해줄 생각으로 석중은 몰래 젖소도 팔고 전 재산을 처분한다. 하지만 석중에게 찾아온 또 하나의 청천벽력 같은 소식은 은하가 에이즈에 걸렸다는 것. 은하에게 말할 수 없어 끙끙 앓는 석중의 모습과 자신 때문에 전 재산을 처분 했다는 사실을 알게 된 은하는 자신이 떠나주면 그가 행복할 거라는 생각에 그의 곁을 떠난다. 에이즈에 걸렸다는 사실도 모른 채 떠난 은하를 찾아 헤매는 석중. 그들은 이 사랑을 지켜낼 수 있을까.",./static/image_resized/173.jpg
댄싱퀸,"코미디, 드라마",이석훈,"황정민, 엄정화","서울 시장 후보의 아내가 댄싱퀸?!

“혹시 가수 해 볼 생각 없어요?”

왕년의 신촌 마돈나 정화 앞에 댄스 가수가 될 일생 일대의 기회가 찾아온다.

하지만 오랜 꿈을 향한 도전의 설렘도 잠시, ‘서울 시장 후보로 출마하게 되었다!’는 남편 정민의 폭탄 선언!

서울 시장 후보의 부인과 화려한 댄싱퀸즈의 리더 사이에서 남편도 모르는 위험천만, 다이나믹한 이중생활이 시작된다?!",./static/image_resized/174.jpg
신비아파트 극장판 하늘도깨비 대 요르문간드,애니메이션,변영규,"김영은, 김채하, 신용우, 양정화, 김현지, 양정화, 조현정","겨울방학을 맞아 가족여행을 떠난 ‘하리’와 ‘두리’ 남매는

비행기 날개에 쓰러진 하늘도깨비 ‘주비’를 발견하고 ‘신비’와 ‘금비’를 소환한다.

‘주비’를 구해준 순간, 정체를 알 수 없는 ‘스큐트’들의 공격이 시작되고,

깊은 바닷속 관에서 부활한 전설의 괴수 ‘요르문간드’는 비행기를 집어 삼키려 한다.



한편 창공의 퇴마사로 선택된 ‘강림’이 친구들을 구하기 위해 합류하지만

세상을 파괴하려는 ‘요르문간드’는 하늘도깨비들의 왕국까지 거세게 공격하고

‘하리’와 친구들의 피할 수 없는 하늘 위 모험이 시작되는데...",./static/image_resized/175.jpg
히어로,"가족, SF, 드라마",김봉한,"오정세, 박철민, 정은표, 신지수","허당아빠의 고군분투 변신 프로젝트!
혼자 몸으로 애 키우느라 정신 없는 아빠 주연(오정세)과 어린이 드라마 ‘썬더맨’의 광팬 아들 규완(정윤석). 그런데 시청률 부진의 문제로 ‘썬더맨’이 종영하자 규완은 삶의 낙을 잃고 절망에 빠진다. 식음전폐하고 슬퍼하는 규완을 보다 못한 주연은 아들을 위해 직접 ‘썬더맨’이 되기로 결심한다. 규완아, 기다려! 네가 좋아하는 ‘썬더맨’, 아빠가 해줄게!
아들을 위해선 못할 게 없는 아빠와 그 친구들의 좌충우돌 영웅 변신기!

아이언맨, 슈퍼맨… 그리고 “썬더맨”이 온다!",./static/image_resized/176.jpg
손님,"판타지, 공포(호러)",김광태,"류승룡, 이성민, 천우희, 이준","1950년대, 지도에도 없는 산골 마을,
아무도 모르게 걸어둔 문을 열고 손님이 왔다

1950년대의 어느 날, 떠돌이 악사 우룡(류승룡)과 영남(구승현) 부자는 서울로 가던 길에 우연히 지도에도 나오지 않는 산골 마을에 들어선다. 시끄러운 바깥세상과 달리 촌장(이성민)의 강력한 지도 아래 모든 게 평화롭고 풍족한 마을이지만 단 하나, 시도 때도 없이 출몰하는 쥐떼들이 골칫거리다. 마을의 골칫거리인 쥐떼를 쫓아주면 목숨보다 소중한 아들, 영남이의 폐병을 고칠 목돈을 준다는 약속을 믿고 우룡은 피리를 불어 쥐떼를 쫓아낸다. 하지만 그 날 이후, 마을의 비밀이 하나씩 드러나기 시작하면서 우룡과 마을 사람들은 설명할 수 없는 이상한 사건에 휘말리게 되는데...

부르지 않은 손님이 온 그 날 이후, 너희들은 어떻게 될까?",./static/image_resized/177.jpg
무뢰한,멜로/로맨스,오승욱,"김남길, 전도연, 박성웅","형사, 살인자의 여자를 만나다

범인을 잡기 위해선 어떤 수단이든 다 쓸 수 있는 형사 정재곤(김남길 扮). 그는 사람을 죽이고 잠적한 박준길(박성웅 扮)을 쫓고 있다. 그를 잡을 수 있는 유일한 실마리는 박준길의 애인인 김혜경(전도연 扮). 재곤은 준길의 감방 동기 이영준이란 이름으로 위장해 혜경이 일하고 있는 단란주점 마카오의 영업상무로 들어간다. 하지만, 재곤은 준길을 잡기 위해 혜경 곁에 머무는 사이 퇴폐적이고 강해 보이는 술집 여자의 외면 뒤에 자리한 혜경의 외로움과 눈물, 순수함을 느끼고 범인을 잡는다는 목표에 중독된 그는 자기 감정의 정체도 모른 채 마음이 흔들리기 시작한다. 그리고 언제 연락이 올 지도 모르는 준길을 기다리던 혜경은, 자기 옆에 있어주는 영준에게 마음을 열기 시작한다.",./static/image_resized/178.jpg
김종욱 찾기,"멜로/로맨스, 드라마",장유정,"임수정, 공유","""안녕하십니까! 첫사랑을 찾아드리는 첫사랑 찾기 사무소입니다!""

2:8 가르마에 호리호리한 체형, 돌다리도 두드려 보고 건너는 고지식한 성격의 소유자 한기준(공유). 지나치게 강한 책임감과 융통성 제로에 가까운 성격 덕에 회사에서 잘린 기준은 우연한 기회에 기발한 창업 아이템을 찾아 낸다. 바로 아직까지 첫사랑을 잊지 못한 사람들을 위해 첫사랑을 찾아주는 일! 기준은 고객에게 무한 감동을 선사하겠다는 열정과 패기로 지체 없이 1인 기업 '첫사랑 찾기 사무소'를 오픈 한다.

턱 선의 외로운 각도, 콧날의 날카로운 지성, 깊고도 낭만적인 목소리...""제 첫사랑의 이름은 김.종.욱…""

남자친구로부터 프러포즈를 받은 서지우(임수정)는 딸이 시집가기만을 학수고대하는 홀 아버지의 압박에도 불구하고 결국 프러포즈를 거절하고 만다. 뮤지컬 무대 감독으로 일에만 매달려온 그녀 맘 속에는 '김종욱'이라는 잊을 수 없는 사람이 있기 때문. 아버지에게 등 떠밀려 '첫사랑 찾기 사무소'를 찾은 서지우는 우여곡절 끝에 이제는 기억 조차 희미한 첫사랑의 상대 김종욱을 찾아보기로 결심한다.

""그렇다고 제가 일일이 따라다녀요? 하는 일 관두구?""
""정보도 빈약한데, 의지까지 희박해서야 되겠습니까?""

지우가 자신의 첫사랑에 대해 알고 있는 정보는 '김종욱'이라는 이름 석자가 전부. 하지만 회사의 흥망성쇠를 결정할 첫 의뢰를 성공시키기 위해 필사적인 한기준은 특유의 치밀함과 꼼꼼함으로 '김종욱'의 실체에 한 걸음씩 다가간다. 서지우가 고객감동을 위한 한기준의 지나친 열의에 화가 나다 못해 점점 지쳐갈 무렵, 한기준은 전국에 대량 분포(?) 중인 김종욱들을 찾아나서는 여정에 동행할 것을 서지우에게 요구하는데…",./static/image_resized/179.jpg
흥부: 글로 세상을 바꾼 자,사극,조근현,"정우, 김주혁","“내가 쓴 흥부전 궁금하지 않소”

아무도 몰랐던 형제, 흥부 - 놀부
양반들의 권력 다툼으로 백성들의 삶이 날로 피폐해져 가던 조선 헌종 14년.
붓 하나로 조선 팔도를 들썩이게 만든 천재작가 ‘흥부’는
어릴 적 홍경래의 난으로 헤어진 형 ‘놀부’를 찾기 위해 글로써 자신의 이름을 알리려 한다.

모두가 알고 있는 형제, 조혁 - 조항리
수소문 끝에 형의 소식을 알고 있다는 ‘조혁’을 만나게 된 ‘흥부’는
모 잃은 아이들을 돌보며 백성들의 정신적 지도자로 존경 받는 ‘조혁’을 통해 새로운 깨달음을 얻는다.
한편, 백성을 생각하는 동생 ‘조혁’과 달리
권세에 눈이 먼 형 ‘조항리’의 야욕을 목격한 ‘흥부’는 전혀 다른 이 두 형제의 이야기를 쓰기로 결심한다.

그렇게 탄생한 ‘흥부전’은 순식간에 조선 전역에 퍼져나가고,
이를 지켜보던 ‘조항리’는 그를 이용해 조선을 삼킬 음모를 계획하는데…",./static/image_resized/180.jpg
"당신, 거기 있어줄래요","판타지, 드라마",홍지영,"김윤석, 변요한, 채서진","인생을 뒤바꾼 기적 같은 10번의 기회
“넌 30년 전의 나고, 난 30년 후의 너야”

2015년 현재
“간절히 바라는 소원이 있습니까?”
현재의 수현(김윤석)은 의료 봉사 활동 중 한 소녀의 생명을 구하고
소녀의 할아버지로부터 신비로운 10개의 알약을 답례로 받는다.
호기심에 알약을 삼킨 수현은 순간 잠에 빠져들고
다시 눈을 떴을 때, 30년 전 과거의 자신과 마주하게 된다.

1985년 과거
“분명 모르는 사람인데... 이상하게 낯이 익었어”
오래된 연인 연아(채서진)와 행복한 나날을 보내던 과거의 수현(변요한)은
우연히 길에 쓰러진 남자를 돕게 된다.
남자는 본인이 30년 후의 수현이라 주장하고
황당해하던 과거의 수현은 그가 내미는 증거들을 보고 점차 혼란에 빠진다.

“과거는 되돌릴 수 없어. 지금 이 순간 역시, 되돌릴 수 없는 시간이고.”
“당신에겐 과거지만 나한테 미래에요. 그 미랜 내가 정하는 거고!”

사랑했던 연아를 꼭 한 번 보고 싶었다는 현재 수현의 말에
과거 수현은 알 수 없는 불안감을 느끼고
이어 믿기 힘든 미래에 대해 알게 되는데…

그 때로 돌아간다면… 지금의 내 인생도 바뀔 수 있을까요?",./static/image_resized/181.jpg
